"siteID","HOR.VER","xOffset","yOffset","zOffset","referenceLatitude","referenceLongitude"
"DEJU",3.502,0.14,2.44,-0.06,63.880653,-145.749511
"DEJU",3.503,0.14,2.44,-0.16,63.880653,-145.749511
"DEJU",3.504,0.14,2.44,-0.26,63.880653,-145.749511
"DEJU",3.505,0.14,2.44,-0.36,63.880653,-145.749511
"DEJU",3.506,0.14,2.44,-0.46,63.880653,-145.749511
"DEJU",3.507,0.14,2.44,-0.56,63.880653,-145.749511
"DEJU",4.501,1.27,3.1,-0.03,63.880417,-145.748764
"DEJU",4.502,1.27,3.1,-0.07,63.880417,-145.748764
"DEJU",4.503,1.27,3.1,-0.17,63.880417,-145.748764
"DEJU",4.504,1.27,3.1,-0.27,63.880417,-145.748764
"DEJU",4.505,1.27,3.1,-0.37,63.880417,-145.748764
"DEJU",4.506,1.27,3.1,-0.47,63.880417,-145.748764
"DEJU",4.507,1.27,3.1,-0.57,63.880417,-145.748764
"DEJU",5.501,0.55,2.79,-0.02,63.880186,-145.748017
"DEJU",5.502,0.55,2.79,-0.06,63.880186,-145.748017
"DEJU",5.503,0.55,2.79,-0.16,63.880186,-145.748017
"DEJU",5.504,0.55,2.79,-0.26,63.880186,-145.748017
"DEJU",5.505,0.55,2.79,-0.36,63.880186,-145.748017
"DEJU",5.506,0.55,2.79,-0.46,63.880186,-145.748017
"HEAL",1.501,2.67,0.19,-0.03,63.875538,-149.213615
"HEAL",1.501,2.67,0.19,0.24,63.875538,-149.213615
"HEAL",1.502,2.67,0.19,-0.07,63.875538,-149.213615
"HEAL",1.502,2.67,0.19,0.2,63.875538,-149.213615
"HEAL",1.503,2.67,0.19,-0.17,63.875538,-149.213615
"HEAL",1.503,2.67,0.19,0.1,63.875538,-149.213615
"HEAL",1.504,2.67,0.19,-0.27,63.875538,-149.213615
"HEAL",1.504,2.67,0.19,0,63.875538,-149.213615
"HEAL",1.505,2.67,0.19,-0.37,63.875538,-149.213615
"HEAL",1.505,2.67,0.19,-0.1,63.875538,-149.213615
"HEAL",1.506,2.67,0.19,-0.47,63.875538,-149.213615
"HEAL",1.506,2.67,0.19,-0.2,63.875538,-149.213615
"HEAL",1.507,2.67,0.19,-0.67,63.875538,-149.213615
"HEAL",1.507,2.67,0.19,-0.4,63.875538,-149.213615
"HEAL",1.508,2.67,0.19,-0.97,63.875538,-149.213615
"HEAL",1.508,2.67,0.19,-0.7,63.875538,-149.213615
"HEAL",1.509,2.67,0.19,-1.57,63.875538,-149.213615
"HEAL",1.509,2.67,0.19,-1.3,63.875538,-149.213615
"HEAL",2.501,3.22,0.11,-0.02,63.875256,-149.214271
"HEAL",2.501,3.22,0.11,0.21,63.875256,-149.214271
"HEAL",2.502,3.22,0.11,-0.06,63.875256,-149.214271
"HEAL",2.502,3.22,0.11,0.17,63.875256,-149.214271
"HEAL",2.503,3.22,0.11,-0.16,63.875256,-149.214271
"HEAL",2.503,3.22,0.11,0.07,63.875256,-149.214271
"HEAL",2.504,3.22,0.11,-0.26,63.875256,-149.214271
"HEAL",2.504,3.22,0.11,-0.03,63.875256,-149.214271
"HEAL",2.505,3.22,0.11,-0.36,63.875256,-149.214271
"HEAL",2.505,3.22,0.11,-0.13,63.875256,-149.214271
"HEAL",2.506,3.22,0.11,-0.46,63.875256,-149.214271
"HEAL",2.506,3.22,0.11,-0.23,63.875256,-149.214271
"HEAL",2.507,3.22,0.11,-0.66,63.875256,-149.214271
"HEAL",2.507,3.22,0.11,-0.43,63.875256,-149.214271
"HEAL",2.508,3.22,0.11,-0.96,63.875256,-149.214271
"HEAL",2.508,3.22,0.11,-0.73,63.875256,-149.214271
"HEAL",2.509,3.22,0.11,-1.36,63.875256,-149.214271
"HEAL",2.509,3.22,0.11,-1.13,63.875256,-149.214271
"HEAL",3.501,3.18,0.15,-0.02,63.874974,-149.214926
"HEAL",3.501,3.18,0.15,0.21,63.874974,-149.214926
"HEAL",3.502,3.18,0.15,-0.06,63.874974,-149.214926
"HEAL",3.502,3.18,0.15,0.17,63.874974,-149.214926
"HEAL",3.503,3.18,0.15,-0.16,63.874974,-149.214926
"HEAL",3.503,3.18,0.15,0.07,63.874974,-149.214926
"HEAL",3.504,3.18,0.15,-0.26,63.874974,-149.214926
"HEAL",3.504,3.18,0.15,-0.03,63.874974,-149.214926
"HEAL",3.505,3.18,0.15,-0.36,63.874974,-149.214926
"HEAL",3.505,3.18,0.15,-0.13,63.874974,-149.214926
"HEAL",3.506,3.18,0.15,-0.46,63.874974,-149.214926
"HEAL",3.506,3.18,0.15,-0.23,63.874974,-149.214926
"HEAL",3.507,3.18,0.15,-0.66,63.874974,-149.214926
"HEAL",3.507,3.18,0.15,-0.43,63.874974,-149.214926
"HEAL",3.508,3.18,0.15,-0.96,63.874974,-149.214926
"HEAL",3.508,3.18,0.15,-0.73,63.874974,-149.214926
"HEAL",3.509,3.18,0.15,-1.26,63.874974,-149.214926
"HEAL",3.509,3.18,0.15,-1.03,63.874974,-149.214926
"HEAL",4.501,3.09,0.07,-0.02,63.874692,-149.215581
"HEAL",4.501,3.09,0.07,0.28,63.874692,-149.215581
"HEAL",4.502,3.09,0.07,-0.06,63.874692,-149.215581
"HEAL",4.502,3.09,0.07,0.24,63.874692,-149.215581
"HEAL",4.503,3.09,0.07,-0.16,63.874692,-149.215581
"HEAL",4.503,3.09,0.07,0.14,63.874692,-149.215581
"HEAL",4.504,3.09,0.07,-0.26,63.874692,-149.215581
"HEAL",4.504,3.09,0.07,0.04,63.874692,-149.215581
"HEAL",4.505,3.09,0.07,-0.36,63.874692,-149.215581
"HEAL",4.505,3.09,0.07,-0.06,63.874692,-149.215581
"HEAL",4.506,3.09,0.07,-0.46,63.874692,-149.215581
"HEAL",4.506,3.09,0.07,-0.16,63.874692,-149.215581
"HEAL",4.507,3.09,0.07,-0.66,63.874692,-149.215581
"HEAL",4.507,3.09,0.07,-0.36,63.874692,-149.215581
"HEAL",4.508,3.09,0.07,-0.96,63.874692,-149.215581
"HEAL",4.508,3.09,0.07,-0.66,63.874692,-149.215581
"HEAL",4.509,3.09,0.07,-1.66,63.874692,-149.215581
"HEAL",4.509,3.09,0.07,-1.36,63.874692,-149.215581
"HEAL",5.501,3.1,0.98,-0.02,63.87441,-149.216237
"HEAL",5.501,3.1,0.98,0.25,63.87441,-149.216237
"HEAL",5.502,3.1,0.98,-0.06,63.87441,-149.216237
"HEAL",5.502,3.1,0.98,0.21,63.87441,-149.216237
"HEAL",5.503,3.1,0.98,-0.16,63.87441,-149.216237
"HEAL",5.503,3.1,0.98,0.11,63.87441,-149.216237
"HEAL",5.504,3.1,0.98,-0.26,63.87441,-149.216237
"HEAL",5.504,3.1,0.98,0.01,63.87441,-149.216237
"HEAL",5.505,3.1,0.98,-0.36,63.87441,-149.216237
"HEAL",5.505,3.1,0.98,-0.09,63.87441,-149.216237
"HEAL",5.506,3.1,0.98,-0.46,63.87441,-149.216237
"HEAL",5.506,3.1,0.98,-0.19,63.87441,-149.216237
"HEAL",5.507,3.1,0.98,-0.66,63.87441,-149.216237
"HEAL",5.507,3.1,0.98,-0.39,63.87441,-149.216237
"HEAL",5.508,3.1,0.98,-0.96,63.87441,-149.216237
"HEAL",5.508,3.1,0.98,-0.69,63.87441,-149.216237
"HEAL",5.509,3.1,0.98,-1.26,63.87441,-149.216237
"HEAL",5.509,3.1,0.98,-0.99,63.87441,-149.216237
